education,workclass,occupation,salary-class,race,native-country,sex,marital-status,age
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,62
Bachelors,Private,Prof-specialty,<=50K,White,Cuba,Female,Never-married,34
HS-grad,Self-emp-not-inc,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,56
Masters,State-gov,Prof-specialty,<=50K,Asian-Pac-Islander,Taiwan,Male,Married-civ-spouse,30
11th,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,17
11th,Self-emp-not-inc,Other-service,<=50K,White,United-States,Female,Never-married,18
11th,Private,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Male,Never-married,21
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Divorced,46
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,33
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,27
Some-college,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,36
7th-8th,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,42
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,35
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Separated,25
Bachelors,Federal-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,47
Prof-school,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,44
HS-grad,Federal-gov,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,53
HS-grad,Private,Protective-serv,<=50K,White,United-States,Male,Married-civ-spouse,47
11th,Private,Handlers-cleaners,<=50K,Black,United-States,Male,Never-married,20
Some-college,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Separated,32
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,28
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,52
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Separated,35
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,30
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,33
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,21
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,56
Bachelors,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,45
Some-college,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,20
HS-grad,Local-gov,Other-service,>50K,White,United-States,Male,Married-civ-spouse,62
Bachelors,Private,Sales,<=50K,White,United-States,Female,Never-married,24
Bachelors,Federal-gov,Adm-clerical,<=50K,Black,United-States,Female,Separated,52
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,23
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,36
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,40
Some-college,Private,Machine-op-inspct,<=50K,White,Nicaragua,Male,Married-civ-spouse,30
9th,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,41
HS-grad,Private,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,59
Masters,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,27
Some-college,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,41
Bachelors,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,27
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Female,Widowed,50
5th-6th,Private,Other-service,<=50K,White,El-Salvador,Female,Never-married,29
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,30
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,48
Assoc-acdm,Local-gov,Craft-repair,>50K,Black,United-States,Male,Married-civ-spouse,39
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,40
11th,Local-gov,Craft-repair,<=50K,White,Mexico,Male,Married-civ-spouse,27
Masters,Self-emp-not-inc,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,59
HS-grad,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,34
Prof-school,Self-emp-inc,Other-service,>50K,White,United-States,Male,Never-married,47
1st-4th,Self-emp-inc,Sales,<=50K,White,United-States,Male,Married-civ-spouse,64
9th,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,29
HS-grad,Local-gov,Transport-moving,<=50K,White,United-States,Male,Never-married,38
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,42
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,49
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,53
Some-college,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,38
Bachelors,Private,Sales,<=50K,Asian-Pac-Islander,South,Female,Divorced,36
Bachelors,Self-emp-not-inc,Sales,<=50K,Asian-Pac-Islander,India,Male,Married-civ-spouse,34
Bachelors,Private,Prof-specialty,<=50K,White,Hungary,Male,Never-married,24
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,23
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,21
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Widowed,47
7th-8th,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,59
Assoc-acdm,Federal-gov,Exec-managerial,>50K,White,United-States,Male,Divorced,33
Some-college,Self-emp-not-inc,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,63
HS-grad,Local-gov,Other-service,<=50K,White,United-States,Male,Never-married,18
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,32
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,19
HS-grad,Local-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,27
Some-college,Private,Transport-moving,>50K,White,United-States,Male,Divorced,40
Assoc-acdm,Self-emp-not-inc,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,20
HS-grad,Self-emp-not-inc,Transport-moving,<=50K,White,United-States,Male,Separated,35
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,22
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,40
Some-college,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,34
10th,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,23
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,26
Some-college,Self-emp-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,53
Some-college,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,34
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,39
9th,Private,Craft-repair,<=50K,White,Mexico,Male,Married-civ-spouse,25
11th,Private,Sales,<=50K,White,United-States,Male,Never-married,18
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,65
Bachelors,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Female,Never-married,49
10th,Private,Other-service,<=50K,Black,United-States,Male,Married-civ-spouse,64
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,68
Some-college,Self-emp-not-inc,Other-service,<=50K,White,United-States,Female,Divorced,56
HS-grad,Federal-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,68
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Federal-gov,Adm-clerical,<=50K,Black,United-States,Female,Never-married,50
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,45
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,43
Some-college,Private,Adm-clerical,<=50K,Black,United-States,Female,Separated,39
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,37
Bachelors,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,45
Assoc-acdm,Private,Tech-support,<=50K,White,United-States,Female,Never-married,36
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,26
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,36
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,47
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Male,Never-married,34
Some-college,Private,Sales,<=50K,White,United-States,Female,Widowed,53
Bachelors,Private,Machine-op-inspct,<=50K,White,United-States,Female,Divorced,32
5th-6th,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,44
HS-grad,Private,Handlers-cleaners,<=50K,White,Mexico,Male,Never-married,25
5th-6th,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,35
Assoc-acdm,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,34
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,42
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,47
HS-grad,Private,Craft-repair,<=50K,White,Mexico,Male,Never-married,23
HS-grad,Local-gov,Exec-managerial,<=50K,White,United-States,Female,Divorced,56
Doctorate,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,50
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,38
Assoc-voc,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,46
Assoc-acdm,Private,Adm-clerical,<=50K,White,United-States,Female,Separated,47
HS-grad,Self-emp-not-inc,Other-service,<=50K,White,Italy,Male,Married-civ-spouse,38
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,42
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,48
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,27
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Female,Married-civ-spouse,40
Doctorate,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,53
Assoc-voc,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Female,Widowed,75
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,39
Assoc-acdm,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Divorced,46
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Widowed,51
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Divorced,34
Some-college,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,23
Assoc-voc,Private,Other-service,<=50K,White,United-States,Male,Never-married,32
Some-college,Self-emp-not-inc,Sales,<=50K,White,United-States,Male,Never-married,45
Some-college,Private,Other-service,<=50K,White,United-States,Male,Never-married,21
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,36
10th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,40
9th,Private,Farming-fishing,<=50K,Black,United-States,Male,Divorced,68
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,40
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,20
Masters,Local-gov,Prof-specialty,>50K,White,United-States,Female,Divorced,48
Bachelors,Private,Sales,<=50K,White,United-States,Male,Never-married,27
Assoc-voc,Federal-gov,Tech-support,<=50K,White,United-States,Male,Never-married,57
HS-grad,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,54
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,47
Some-college,Local-gov,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,30
Some-college,Private,Craft-repair,>50K,Other,United-States,Male,Married-civ-spouse,35
12th,Local-gov,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,56
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,38
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,19
Some-college,Private,Adm-clerical,<=50K,White,Germany,Male,Never-married,31
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,44
Some-college,State-gov,Sales,<=50K,Black,United-States,Female,Never-married,21
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,41
11th,Private,Other-service,<=50K,White,United-States,Female,Never-married,18
9th,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,23
Some-college,Local-gov,Other-service,<=50K,Amer-Indian-Eskimo,United-States,Male,Married-civ-spouse,37
Bachelors,Self-emp-not-inc,Sales,<=50K,White,United-States,Male,Divorced,43
1st-4th,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,31
Some-college,Private,Transport-moving,>50K,White,United-States,Male,Divorced,40
Prof-school,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,27
Some-college,Local-gov,Transport-moving,<=50K,White,United-States,Male,Never-married,64
Assoc-voc,Federal-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,31
Masters,Private,Exec-managerial,<=50K,Black,United-States,Male,Married-civ-spouse,48
Bachelors,Self-emp-not-inc,Sales,>50K,White,Canada,Male,Married-civ-spouse,37
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Divorced,28
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,42
7th-8th,Self-emp-inc,Sales,<=50K,White,United-States,Male,Married-civ-spouse,60
11th,Private,Other-service,<=50K,White,United-States,Female,Never-married,17
10th,Private,Adm-clerical,<=50K,Black,United-States,Male,Divorced,46
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,18
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Never-married,22
Bachelors,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Divorced,44
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,36
Assoc-voc,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,65
HS-grad,Private,Other-service,<=50K,White,Mexico,Male,Never-married,26
10th,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,21
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,41
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,28
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,27
Some-college,State-gov,Other-service,<=50K,Black,United-States,Male,Never-married,19
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,19
Assoc-voc,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,37
Some-college,Private,Adm-clerical,>50K,Black,United-States,Male,Married-civ-spouse,33
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,34
Assoc-acdm,Local-gov,Protective-serv,<=50K,White,United-States,Male,Never-married,44
Some-college,Private,Adm-clerical,<=50K,Black,United-States,Female,Divorced,33
HS-grad,Local-gov,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,72
HS-grad,Private,Sales,<=50K,White,United-States,Female,Never-married,19
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,59
HS-grad,Private,Protective-serv,<=50K,Black,United-States,Female,Divorced,40
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,35
Assoc-acdm,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,22
Masters,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,41
Some-college,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,59
12th,Private,Handlers-cleaners,<=50K,White,United-States,Male,Divorced,50
Assoc-acdm,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,21
HS-grad,Self-emp-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,22
5th-6th,Private,Machine-op-inspct,<=50K,White,Mexico,Female,Separated,43
11th,Private,Transport-moving,<=50K,White,United-States,Female,Never-married,17
7th-8th,Local-gov,Other-service,<=50K,White,United-States,Male,Divorced,42
Some-college,Private,Machine-op-inspct,>50K,Black,United-States,Male,Married-civ-spouse,37
5th-6th,Private,Machine-op-inspct,<=50K,Other,Mexico,Male,Married-civ-spouse,43
9th,Private,Craft-repair,<=50K,White,United-States,Female,Separated,46
Prof-school,Local-gov,Adm-clerical,>50K,Asian-Pac-Islander,Laos,Male,Married-civ-spouse,50
7th-8th,Self-emp-not-inc,Sales,<=50K,White,Puerto-Rico,Male,Married-civ-spouse,47
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,31
7th-8th,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,33
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,27
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,59
HS-grad,Local-gov,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,39
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,29
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Widowed,26
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,24
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,25
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,30
11th,State-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,52
Masters,Federal-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,51
Bachelors,Private,Sales,>50K,White,United-States,Male,Never-married,30
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Never-married,23
Doctorate,State-gov,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,37
Some-college,State-gov,Adm-clerical,<=50K,Black,United-States,Male,Married-civ-spouse,25
Prof-school,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,30
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,40
HS-grad,Private,Machine-op-inspct,<=50K,Other,United-States,Male,Never-married,20
Assoc-voc,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,35
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Craft-repair,<=50K,Black,United-States,Male,Separated,32
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Separated,35
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,20
HS-grad,State-gov,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,29
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,25
7th-8th,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,50
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,24
HS-grad,Local-gov,Protective-serv,<=50K,White,United-States,Female,Divorced,30
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,37
HS-grad,Private,Machine-op-inspct,<=50K,White,El-Salvador,Female,Married-civ-spouse,50
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,49
7th-8th,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,55
12th,Private,Machine-op-inspct,<=50K,White,Italy,Female,Widowed,61
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Married-spouse-absent,22
Assoc-acdm,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,23
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,43
Bachelors,Private,Adm-clerical,<=50K,Asian-Pac-Islander,Philippines,Female,Divorced,39
Some-college,Private,Sales,<=50K,White,United-States,Male,Never-married,21
HS-grad,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,52
Assoc-voc,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,30
Bachelors,Private,Adm-clerical,>50K,White,United-States,Male,Divorced,42
Bachelors,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,50
Assoc-acdm,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Female,Divorced,51
10th,Private,Exec-managerial,<=50K,Amer-Indian-Eskimo,United-States,Female,Divorced,47
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,45
Some-college,Federal-gov,Other-service,<=50K,Black,United-States,Female,Widowed,48
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,36
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,61
Bachelors,Private,Sales,<=50K,White,United-States,Male,Divorced,72
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,19
HS-grad,Private,Other-service,<=50K,Amer-Indian-Eskimo,United-States,Female,Divorced,39
11th,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,24
Some-college,Private,Handlers-cleaners,<=50K,White,Poland,Male,Married-spouse-absent,44
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,19
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Craft-repair,<=50K,White,United-States,Female,Never-married,23
HS-grad,Private,Farming-fishing,>50K,White,United-States,Male,Married-civ-spouse,58
12th,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,62
HS-grad,Private,Adm-clerical,<=50K,Black,Puerto-Rico,Female,Never-married,25
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,67
Assoc-acdm,Local-gov,Exec-managerial,>50K,White,France,Male,Married-civ-spouse,37
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,36
Assoc-voc,Private,Tech-support,<=50K,White,United-States,Female,Separated,38
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,23
HS-grad,Private,Sales,<=50K,White,United-States,Female,Married-civ-spouse,28
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Divorced,25
Doctorate,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,41
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,63
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,60
HS-grad,Self-emp-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,29
Bachelors,Private,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,37
9th,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,51
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,27
Some-college,Private,Other-service,<=50K,White,United-States,Male,Never-married,18
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Female,Divorced,34
Doctorate,Self-emp-not-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,66
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,36
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,35
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,27
Some-college,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,29
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,25
Some-college,Private,Other-service,>50K,White,United-States,Male,Never-married,22
Some-college,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,41
Assoc-acdm,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,52
Some-college,Private,Other-service,<=50K,Black,United-States,Female,Separated,34
Prof-school,Private,Prof-specialty,>50K,White,United-States,Male,Divorced,44
Masters,Private,Sales,>50K,White,United-States,Female,Divorced,50
Bachelors,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,49
Prof-school,State-gov,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,71
HS-grad,Private,Other-service,<=50K,Black,United-States,Male,Never-married,20
HS-grad,Self-emp-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,59
5th-6th,Private,Farming-fishing,<=50K,White,Mexico,Male,Married-civ-spouse,41
Some-college,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,38
HS-grad,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,55
9th,Private,Other-service,<=50K,White,United-States,Female,Never-married,17
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,Amer-Indian-Eskimo,United-States,Male,Divorced,43
12th,Private,Other-service,<=50K,White,United-States,Male,Never-married,19
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,33
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,63
HS-grad,Self-emp-not-inc,Farming-fishing,>50K,White,United-States,Male,Divorced,39
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,34
Assoc-acdm,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,31
12th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,21
Assoc-voc,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,23
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Female,Never-married,20
Bachelors,Private,Sales,>50K,White,United-States,Male,Divorced,45
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,59
Masters,Private,Exec-managerial,>50K,White,Greece,Male,Married-civ-spouse,58
HS-grad,Local-gov,Adm-clerical,>50K,White,United-States,Female,Widowed,66
Assoc-voc,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,37
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,29
Bachelors,State-gov,Exec-managerial,<=50K,Asian-Pac-Islander,United-States,Female,Divorced,32
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,39
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Widowed,57
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,57
HS-grad,Self-emp-inc,Sales,<=50K,White,United-States,Male,Married-spouse-absent,50
Bachelors,Self-emp-inc,Farming-fishing,>50K,White,United-States,Male,Married-civ-spouse,44
Assoc-voc,Private,Craft-repair,>50K,Black,United-States,Male,Married-civ-spouse,56
Masters,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,26
Assoc-voc,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Never-married,26
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,33
Assoc-voc,Self-emp-not-inc,Farming-fishing,>50K,White,United-States,Male,Married-civ-spouse,36
Some-college,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,45
Doctorate,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,56
